Id,Date,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalSleepHours
2026352035,2016-05-06,8198,0,0,383,511,8.733333333333333
2026352035,2016-05-07,4193,0,0,229,665,8.516666666666667
2026352035,2016-05-08,5528,0,0,258,610,9.016666666666667
2026352035,2016-05-09,10685,0,0,401,543,8.85
2026352035,2016-05-10,254,0,0,17,1002,5.95
2026352035,2016-05-11,8580,0,0,330,569,8.716666666666667
2026352035,2016-05-12,8891,0,0,343,330,7.6
2320127002,2016-04-23,5079,0,0,242,1129,1.0166666666666666
2347167796,2016-04-13,10352,19,32,195,676,7.783333333333333
2347167796,2016-04-14,10129,1,48,206,705,7.416666666666667
2347167796,2016-04-15,10465,1,24,284,720,7.533333333333333
2347167796,2016-04-17,5472,1,7,249,508,9.266666666666667
2347167796,2016-04-18,8247,11,16,206,678,8.333333333333334
2347167796,2016-04-19,6711,0,7,382,648,7.75
2347167796,2016-04-21,10080,23,26,208,761,7.666666666666667
2347167796,2016-04-22,7804,9,27,206,781,6.75
2347167796,2016-04-23,16901,32,35,360,591,6.233333333333333
2347167796,2016-04-24,9471,0,0,360,584,7.366666666666666
2347167796,2016-04-25,9482,15,11,277,653,7.216666666666667
2347167796,2016-04-26,5980,0,0,227,732,7.266666666666667
2347167796,2016-04-27,11423,26,9,295,623,7.466666666666667
2347167796,2016-04-28,5439,0,0,229,764,6.8
2347167796,2016-04-29,42,0,0,4,2,6.85
3977333714,2016-04-12,8856,44,19,131,777,4.566666666666666
3977333714,2016-04-13,10035,31,46,153,754,4.916666666666667
3977333714,2016-04-14,7641,5,23,214,801,4.85
3977333714,2016-04-15,9010,15,42,183,644,7.066666666666666
3977333714,2016-04-16,13459,31,83,153,663,4.716666666666667
3977333714,2016-04-17,10415,11,58,205,600,6.35
3977333714,2016-04-18,11663,4,95,214,605,6.866666666666666
3977333714,2016-04-19,12414,19,67,221,738,3.65
3977333714,2016-04-20,11658,2,98,164,845,2.533333333333333
3977333714,2016-04-21,6093,0,0,242,712,5.533333333333333
3977333714,2016-04-22,8911,33,12,188,731,5.916666666666667
3977333714,2016-04-23,12058,0,92,252,724,3.9166666666666665
3977333714,2016-04-24,14112,30,95,129,660,5.166666666666667
3977333714,2016-04-25,11177,50,9,133,781,4.366666666666666
3977333714,2016-04-26,11388,7,95,170,797,4.166666666666667
3977333714,2016-04-27,7193,0,10,176,714,5.816666666666666
3977333714,2016-04-28,7114,15,8,190,804,4.35
3977333714,2016-04-29,10645,36,32,150,744,5.55
3977333714,2016-04-30,13238,43,52,194,687,3.95
3977333714,2016-05-01,10414,41,40,124,691,6.383333333333334
3977333714,2016-05-02,16520,24,143,176,713,3.8333333333333335
3977333714,2016-05-03,14335,47,41,258,594,4.866666666666666
3977333714,2016-05-04,13559,14,96,142,852,3.55
3977333714,2016-05-05,12312,14,88,178,680,5.3
3977333714,2016-05-06,11677,29,55,168,676,5.383333333333334
3977333714,2016-05-07,11550,0,86,208,703,3.95
3977333714,2016-05-08,13585,9,116,171,688,4.316666666666666
3977333714,2016-05-10,13072,1,115,196,676,5.2
4020332650,2016-04-12,8539,4,15,331,712,8.35
4020332650,2016-04-16,1982,65,21,55,1222,1.2833333333333334
4020332650,2016-05-03,4496,0,0,174,950,5.366666666666666
4020332650,2016-05-04,10252,13,46,346,531,7.966666666666667
4020332650,2016-05-05,11728,38,42,196,916,3.7666666666666666
4020332650,2016-05-06,4369,0,0,177,855,6.416666666666667
4020332650,2016-05-08,5862,0,0,263,775,6.066666666666666
4020332650,2016-05-10,5546,0,0,206,774,7.366666666666666
4319703577,2016-04-14,10210,1,9,339,589,8.916666666666666
4319703577,2016-04-15,5664,0,0,228,752,7.75
4319703577,2016-04-16,4744,0,0,194,724,8.433333333333334
4319703577,2016-04-18,2276,1,9,58,824,8.583333333333334
4319703577,2016-04-19,8925,0,0,311,604,7.683333333333334
4319703577,2016-04-20,8954,0,18,306,671,8.716666666666667
4319703577,2016-04-21,3702,0,0,34,1265,0.9833333333333333
4319703577,2016-04-22,4500,1,19,176,709,8.883333333333333
4319703577,2016-04-23,4935,0,0,233,546,11.533333333333333
4319703577,2016-04-24,4081,1,5,191,692,7.783333333333333
4319703577,2016-04-25,9259,0,8,390,544,8.133333333333333
4319703577,2016-04-26,9899,8,21,288,649,8.416666666666666
4319703577,2016-04-27,10780,6,47,300,680,4.766666666666667
4319703577,2016-04-28,10817,13,8,359,552,8.283333333333333
4319703577,2016-04-29,7990,6,18,289,624,8.716666666666667
4319703577,2016-04-30,8221,6,38,196,695,8.166666666666666
4319703577,2016-05-01,1251,0,0,67,836,8.066666666666666
4319703577,2016-05-02,9261,0,11,344,585,7.966666666666667
4319703577,2016-05-03,9648,8,26,287,669,7.9
4319703577,2016-05-06,9524,6,11,314,692,7.5
4319703577,2016-05-07,7937,3,28,279,586,8.45
4319703577,2016-05-08,3672,0,0,153,603,10.033333333333333
4319703577,2016-05-09,10378,2,14,374,490,8.916666666666666
4319703577,2016-05-10,9487,3,12,329,555,8.116666666666667
4319703577,2016-05-11,9129,3,18,311,574,8.816666666666666
4319703577,2016-05-12,17,0,0,2,0,5.033333333333333
4388161847,2016-04-15,8758,0,0,299,837,8.316666666666666
4388161847,2016-04-16,6580,6,9,253,609,7.1
4388161847,2016-04-17,4660,0,0,201,721,10.316666666666666
4388161847,2016-04-18,11009,27,8,239,1017,1.65
4388161847,2016-04-19,10181,20,16,249,704,5.483333333333333
4388161847,2016-04-20,10553,19,42,228,696,7.016666666666667
4388161847,2016-04-21,10055,7,12,272,853,7.366666666666666
4388161847,2016-04-22,12139,77,25,220,945,1.3666666666666667
4388161847,2016-04-23,13236,58,5,215,749,7.966666666666667
4388161847,2016-04-24,10243,14,8,239,584,9.2
4388161847,2016-04-26,9461,14,23,224,673,5.316666666666666
4388161847,2016-04-27,11193,11,48,241,684,7.316666666666666
4388161847,2016-04-28,10074,19,9,234,878,7.133333333333334
4388161847,2016-04-30,12533,14,43,300,537,6.816666666666666
4388161847,2016-05-01,10255,12,15,241,579,9.116666666666667
4388161847,2016-05-02,10096,33,4,204,935,6.133333333333334
4388161847,2016-05-04,12375,35,21,251,632,6.5
4388161847,2016-05-05,9603,12,39,199,896,7.85
4388161847,2016-05-07,22770,120,56,260,508,7.866666666666666
4388161847,2016-05-08,17298,107,38,178,576,8.816666666666666
4388161847,2016-05-09,10218,6,19,258,1020,1.0333333333333334
4388161847,2016-05-10,10299,13,14,267,648,5.9
4388161847,2016-05-11,10201,8,18,256,858,7.816666666666666
4445114986,2016-04-12,3276,0,0,196,787,7.15
4445114986,2016-04-13,2961,0,0,194,840,6.166666666666667
4445114986,2016-04-14,3974,0,0,231,717,7.35
4445114986,2016-04-15,7198,0,0,350,711,5.616666666666666
4445114986,2016-04-16,3945,0,0,225,716,7.7
4445114986,2016-04-17,2268,0,0,114,1219,1.6333333333333333
4445114986,2016-04-19,2064,0,0,121,895,6.466666666666667
4445114986,2016-04-20,2072,0,0,137,841,7.316666666666666
4445114986,2016-04-21,3809,0,0,215,756,7.266666666666667
4445114986,2016-04-22,6831,0,0,317,706,6.466666666666667
4445114986,2016-04-25,3385,0,0,179,916,5.466666666666667
4445114986,2016-04-26,6326,29,1,180,839,5.883333333333334
4445114986,2016-04-27,7243,32,1,194,839,5.533333333333333
4445114986,2016-04-28,4493,0,0,236,762,6.983333333333333
4445114986,2016-04-29,4676,0,0,226,1106,1.7666666666666666
4445114986,2016-04-30,6222,0,0,290,797,5.366666666666666
4445114986,2016-05-01,5232,0,0,240,741,7.316666666666666
4445114986,2016-05-02,6910,27,4,200,667,8.366666666666667
4445114986,2016-05-03,7502,30,2,233,725,6.95
4445114986,2016-05-04,2923,0,0,180,897,5.616666666666666
4445114986,2016-05-05,3800,2,6,185,734,7.7
4445114986,2016-05-06,4514,0,0,229,809,6.233333333333333
4445114986,2016-05-07,5183,26,4,108,866,6.683333333333334
4445114986,2016-05-08,7303,0,8,308,733,6.016666666666667
4445114986,2016-05-09,5275,0,0,266,641,7.616666666666666
4445114986,2016-05-10,3915,0,0,231,783,6.75
4445114986,2016-05-11,9105,34,22,232,622,8.316666666666666
4445114986,2016-05-12,768,0,0,58,380,8.05
4558609924,2016-04-21,13743,6,21,432,844,2.1
4558609924,2016-04-26,9148,12,41,283,1062,1.7166666666666666
4558609924,2016-04-29,7833,15,29,197,1096,2.85
4558609924,2016-05-01,3428,0,0,190,1121,1.9166666666666667
4558609924,2016-05-08,6543,66,35,238,1019,2.05
4702921684,2016-04-12,7213,0,0,263,718,7.083333333333333
4702921684,2016-04-13,6877,0,0,258,777,6.666666666666667
4702921684,2016-04-14,7860,0,0,271,772,6.4
4702921684,2016-04-15,6506,1,8,256,944,4.216666666666667
4702921684,2016-04-16,11140,3,24,335,556,6.366666666666666
4702921684,2016-04-17,12692,12,66,302,437,9.85
4702921684,2016-04-18,9105,22,30,191,890,4.883333333333334
4702921684,2016-04-19,6708,10,8,179,757,7.616666666666666
4702921684,2016-04-20,8793,2,29,260,717,7.566666666666666
4702921684,2016-04-21,6530,4,41,144,901,7.083333333333333
4702921684,2016-04-23,15126,9,66,408,469,7.75
4702921684,2016-04-24,15050,15,95,281,542,8.0
4702921684,2016-04-25,9167,6,15,270,730,6.166666666666667
4702921684,2016-04-26,6108,1,8,216,765,7.016666666666667
4702921684,2016-04-27,7047,1,16,238,733,7.2
4702921684,2016-04-28,9023,14,9,232,738,7.366666666666666
4702921684,2016-04-29,9930,12,19,267,692,7.216666666666667
4702921684,2016-04-30,10144,4,36,263,728,7.983333333333333
4702921684,2016-05-03,9454,0,0,313,729,5.45
4702921684,2016-05-04,8161,4,15,251,757,6.866666666666666
4702921684,2016-05-05,8614,8,5,241,745,6.9
4702921684,2016-05-06,6943,1,16,207,682,6.733333333333333
4702921684,2016-05-07,14370,5,46,439,577,8.666666666666666
4702921684,2016-05-09,8232,0,12,253,746,7.25
4702921684,2016-05-10,10613,1,37,262,701,6.933333333333334
4702921684,2016-05-11,9810,10,41,235,784,5.9
4702921684,2016-05-12,2752,0,0,68,241,6.733333333333333
5553957443,2016-04-12,11596,19,13,277,767,7.35
5553957443,2016-04-13,4832,0,0,226,647,7.583333333333333
5553957443,2016-04-14,17022,61,41,256,693,5.95
5553957443,2016-04-15,16556,58,38,239,689,6.283333333333333
5553957443,2016-04-16,5771,0,0,288,521,10.85
5553957443,2016-04-17,655,0,0,46,943,5.833333333333333
5553957443,2016-04-18,3727,0,0,206,622,8.666666666666666
5553957443,2016-04-19,15482,69,28,249,756,5.95
5553957443,2016-04-20,2713,0,0,148,598,10.966666666666667
5553957443,2016-04-21,12346,47,42,177,801,6.65
5553957443,2016-04-22,11682,25,16,270,781,5.366666666666666
5553957443,2016-04-23,4112,0,0,272,443,10.516666666666667
5553957443,2016-04-24,1807,0,0,104,582,9.216666666666667
5553957443,2016-04-25,10946,51,11,201,732,7.216666666666667
5553957443,2016-04-26,11886,40,18,238,750,6.866666666666666
5553957443,2016-04-27,10538,16,16,206,745,5.783333333333333
5553957443,2016-04-28,11393,49,13,165,727,7.016666666666667
5553957443,2016-04-29,12764,46,15,270,709,7.5
5553957443,2016-04-30,1202,0,0,84,506,12.916666666666666
5553957443,2016-05-01,5164,0,0,237,436,10.366666666666667
5553957443,2016-05-02,9769,23,9,227,724,6.816666666666666
5553957443,2016-05-03,12848,26,29,247,812,6.333333333333333
5553957443,2016-05-04,4249,0,0,224,651,7.45
5553957443,2016-05-05,14331,44,29,241,692,6.983333333333333
5553957443,2016-05-06,9632,21,9,229,761,6.666666666666667
5553957443,2016-05-07,1868,0,0,96,902,7.366666666666666
5553957443,2016-05-08,6083,3,8,210,505,9.466666666666667
5553957443,2016-05-09,11611,59,22,251,667,7.55
5553957443,2016-05-10,16358,61,40,265,707,6.966666666666667
5553957443,2016-05-11,4926,0,0,195,628,7.716666666666667
5553957443,2016-05-12,3121,8,6,48,222,7.3
5577150313,2016-04-12,8135,86,16,140,728,6.983333333333333
5577150313,2016-04-13,5077,15,11,144,776,7.2
5577150313,2016-04-14,8596,118,30,176,662,7.95
5577150313,2016-04-15,12087,115,54,199,695,6.533333333333333
5577150313,2016-04-16,14269,184,56,158,472,6.766666666666667
5577150313,2016-04-17,12231,200,37,159,525,9.15
5577150313,2016-04-18,9893,114,32,130,623,8.783333333333333
5577150313,2016-04-19,12574,108,23,111,733,7.483333333333333
5577150313,2016-04-20,8330,87,16,113,773,7.45
5577150313,2016-04-21,10830,110,74,175,670,6.9
5577150313,2016-04-22,9172,62,30,200,823,5.633333333333334
5577150313,2016-04-23,7638,24,24,223,627,6.4
5577150313,2016-04-24,15764,210,65,141,425,9.05
5577150313,2016-04-25,6393,61,38,214,743,7.016666666666667
5577150313,2016-04-26,5325,38,32,181,759,5.9
5577150313,2016-04-27,6805,63,16,190,773,7.066666666666666
5577150313,2016-04-28,9841,99,51,141,692,6.016666666666667
5577150313,2016-04-29,7924,97,36,165,739,7.65
5577150313,2016-04-30,12363,207,45,163,621,6.866666666666666
5577150313,2016-05-01,13368,194,72,178,499,6.316666666666666
5577150313,2016-05-02,7439,37,20,235,732,8.75
5577150313,2016-05-03,11045,97,8,212,580,8.466666666666667
5577150313,2016-05-04,5206,25,9,141,631,10.05
5577150313,2016-05-05,7550,45,21,143,1153,1.2333333333333334
5577150313,2016-05-10,8869,104,37,194,639,8.4
5577150313,2016-05-11,4038,45,15,63,257,7.183333333333334
6117666160,2016-04-16,14450,7,15,518,502,6.333333333333333
6117666160,2016-04-17,7150,0,0,312,702,5.6
6117666160,2016-04-18,5153,0,0,241,759,8.216666666666667
6117666160,2016-04-19,11135,0,0,480,425,7.75
6117666160,2016-04-20,10449,26,10,349,587,7.9
6117666160,2016-04-21,19542,11,19,294,579,8.466666666666667
6117666160,2016-04-22,8206,0,0,402,413,8.0
6117666160,2016-04-23,11495,0,0,512,468,8.2
6117666160,2016-04-24,7623,0,0,362,711,5.883333333333334
6117666160,2016-04-27,9411,0,0,458,417,9.033333333333333
6117666160,2016-04-28,3403,0,0,141,758,6.55
6117666160,2016-04-29,9592,0,0,461,479,10.0
6117666160,2016-05-01,8915,0,0,397,525,8.45
6117666160,2016-05-05,9799,0,0,487,479,6.533333333333333
6117666160,2016-05-06,3365,0,0,133,673,10.966666666666667
6117666160,2016-05-07,7336,0,0,412,456,8.3
6117666160,2016-05-08,7328,0,0,318,517,9.25
6117666160,2016-05-09,4477,0,0,197,125,8.2
6775888955,2016-04-13,4053,17,18,85,1053,3.9166666666666665
6775888955,2016-04-14,5162,14,24,105,863,7.05
6775888955,2016-04-15,1282,0,0,58,976,6.516666666666667
6962181067,2016-04-12,10199,50,14,189,796,6.1
6962181067,2016-04-13,5652,8,24,142,548,10.5
6962181067,2016-04-14,1551,0,0,86,862,8.466666666666667
6962181067,2016-04-15,5563,0,0,217,837,6.166666666666667
6962181067,2016-04-16,13217,50,3,280,741,5.95
6962181067,2016-04-17,10145,5,13,295,634,7.116666666666666
6962181067,2016-04-18,11404,13,42,238,689,7.366666666666666
6962181067,2016-04-19,10742,35,41,195,659,7.933333333333334
6962181067,2016-04-20,13928,48,4,297,639,6.966666666666667
6962181067,2016-04-21,11835,53,27,214,708,7.516666666666667
6962181067,2016-04-22,10725,30,33,240,659,7.083333333333333
6962181067,2016-04-23,20031,58,41,347,484,8.8
6962181067,2016-04-24,5029,0,0,199,720,8.516666666666667
6962181067,2016-04-25,13239,35,31,282,637,6.666666666666667
6962181067,2016-04-26,10433,36,7,254,680,7.35
6962181067,2016-04-27,10320,7,38,279,697,7.583333333333333
6962181067,2016-04-28,12627,38,8,288,621,7.333333333333333
6962181067,2016-04-29,10762,12,15,369,645,7.216666666666667
6962181067,2016-04-30,10081,32,16,237,731,7.033333333333333
6962181067,2016-05-01,5454,0,0,215,722,6.85
6962181067,2016-05-02,12912,18,39,313,655,7.766666666666667
6962181067,2016-05-03,12109,21,36,267,654,6.566666666666666
6962181067,2016-05-04,10147,15,36,284,683,7.366666666666666
6962181067,2016-05-05,10524,14,22,305,591,7.783333333333333
6962181067,2016-05-06,5908,0,0,299,717,7.383333333333334
6962181067,2016-05-07,6815,0,0,328,745,4.966666666666667
6962181067,2016-05-08,4188,0,14,151,709,9.016666666666667
6962181067,2016-05-09,12342,43,21,231,607,8.15
6962181067,2016-05-10,15448,62,34,275,626,7.816666666666666
6962181067,2016-05-11,6722,24,7,199,709,7.533333333333333
6962181067,2016-05-12,3587,0,8,105,127,8.6
7007744171,2016-04-16,4631,0,0,203,1155,1.3166666666666667
7007744171,2016-05-01,5600,0,0,237,1142,0.9666666666666667
7086361926,2016-04-12,11317,59,6,153,745,8.566666666666666
7086361926,2016-04-13,5813,31,26,155,744,7.516666666666667
7086361926,2016-04-14,9123,35,32,189,787,7.866666666666666
7086361926,2016-04-15,8585,30,21,139,864,6.283333333333333
7086361926,2016-04-19,10688,67,69,124,671,7.866666666666666
7086361926,2016-04-20,14365,87,13,145,797,8.2
7086361926,2016-04-21,9469,19,6,206,758,6.5
7086361926,2016-04-22,9753,58,59,153,762,7.133333333333334
7086361926,2016-04-24,3520,0,0,125,566,11.35
7086361926,2016-04-25,10091,69,39,129,706,7.433333333333334
7086361926,2016-04-26,10387,70,33,132,726,8.083333333333334
7086361926,2016-04-27,11107,55,6,145,829,7.816666666666666
7086361926,2016-04-28,11584,54,48,161,810,5.9
7086361926,2016-04-30,14560,42,17,308,584,8.083333333333334
7086361926,2016-05-01,12390,30,15,258,685,6.466666666666667
7086361926,2016-05-02,10052,66,26,139,737,7.333333333333333
7086361926,2016-05-03,10288,57,36,152,761,7.6
7086361926,2016-05-04,10988,45,12,135,843,7.0
7086361926,2016-05-06,12461,84,35,154,834,5.366666666666666
7086361926,2016-05-07,12827,20,42,209,621,8.833333333333334
7086361926,2016-05-08,10677,32,27,147,695,8.016666666666667
7086361926,2016-05-09,13566,67,50,171,743,7.116666666666666
7086361926,2016-05-11,9572,57,40,128,757,7.516666666666667
7086361926,2016-05-12,3789,5,4,58,343,7.4
8053475328,2016-04-20,15108,89,5,158,695,8.1
8053475328,2016-04-23,22359,125,14,223,741,5.516666666666667
8053475328,2016-05-07,19769,121,20,148,1076,1.2333333333333334
8378563200,2016-04-12,7626,65,15,156,723,5.633333333333334
8378563200,2016-04-13,12386,116,14,169,680,7.45
8378563200,2016-04-14,13318,123,21,174,699,7.066666666666666
8378563200,2016-04-15,14461,60,23,190,729,8.55
8378563200,2016-04-16,11207,64,21,142,563,10.183333333333334
8378563200,2016-04-17,2132,0,0,93,599,8.75
8378563200,2016-04-18,13630,117,10,174,720,6.633333333333334
8378563200,2016-04-19,13070,120,19,154,737,6.45
8378563200,2016-04-20,9388,82,8,169,763,6.35
8378563200,2016-04-21,15148,137,16,145,677,6.6
8378563200,2016-04-22,12200,113,12,159,769,7.35
8378563200,2016-04-23,5709,19,10,136,740,9.416666666666666
8378563200,2016-04-24,3703,0,0,135,734,7.633333333333334
8378563200,2016-04-25,12405,117,16,141,692,6.466666666666667
8378563200,2016-04-26,16208,90,18,161,593,9.166666666666666
8378563200,2016-04-27,7359,4,4,192,676,8.85
8378563200,2016-04-28,5417,11,10,139,711,8.433333333333334
8378563200,2016-04-29,6175,3,7,172,767,8.783333333333333
8378563200,2016-04-30,2946,0,0,121,780,7.8
8378563200,2016-05-01,11419,71,10,127,669,7.916666666666667
8378563200,2016-05-02,6064,63,4,142,802,5.85
8378563200,2016-05-03,8712,71,20,195,822,6.75
8378563200,2016-05-04,7875,19,10,167,680,7.35
8378563200,2016-05-05,8567,66,3,214,764,6.35
8378563200,2016-05-06,7045,74,5,166,831,5.383333333333334
8378563200,2016-05-07,4468,0,0,158,851,7.65
8378563200,2016-05-08,2943,0,0,139,621,9.083333333333334
8378563200,2016-05-09,8382,71,13,171,772,5.983333333333333
8378563200,2016-05-10,6582,63,13,152,840,5.7
8378563200,2016-05-11,9143,72,10,184,763,6.133333333333334
8378563200,2016-05-12,4561,8,6,102,433,8.266666666666667
8792009665,2016-04-12,2564,0,0,116,831,7.633333333333334
8792009665,2016-04-13,1320,0,0,82,806,8.85
8792009665,2016-04-14,1219,0,0,84,853,8.1
8792009665,2016-04-15,2483,0,0,126,937,6.05
8792009665,2016-04-20,3147,0,10,139,744,8.8
8792009665,2016-04-22,4068,1,20,195,817,6.516666666666667
8792009665,2016-04-23,5245,8,45,232,795,5.65
8792009665,2016-04-27,1758,0,0,112,900,7.05
8792009665,2016-04-28,6157,0,0,310,714,6.7
8792009665,2016-04-29,8360,6,14,380,634,6.633333333333334
8792009665,2016-04-30,7174,10,20,301,749,5.716666666666667
8792009665,2016-05-01,1619,0,0,79,834,8.383333333333333
8792009665,2016-05-02,1831,0,0,101,916,6.916666666666667
8792009665,2016-05-03,2421,0,0,156,739,8.6
8792009665,2016-05-04,2283,0,0,129,848,7.316666666666666
