Id,ActivityHour,TotalIntensity,AverageIntensity,Hour
1503960366,2016-04-15 04:00:00,0,0.0,4
1503960366,2016-04-15 05:00:00,1,0.016667,5
1503960366,2016-04-15 06:00:00,0,0.0,6
1503960366,2016-04-15 07:00:00,1,0.016667,7
1503960366,2016-04-15 08:00:00,5,0.083333,8
1503960366,2016-04-15 09:00:00,2,0.033333,9
1503960366,2016-04-15 10:00:00,8,0.133333,10
1503960366,2016-04-15 11:00:00,23,0.383333,11
1503960366,2016-04-15 12:00:00,13,0.216667,12
1503960366,2016-04-15 13:00:00,9,0.15,13
1503960366,2016-04-15 14:00:00,0,0.0,14
1503960366,2016-04-15 15:00:00,0,0.0,15
1503960366,2016-04-15 16:00:00,0,0.0,16
1503960366,2016-04-15 17:00:00,47,0.783333,17
1503960366,2016-04-15 18:00:00,22,0.366667,18
1503960366,2016-04-15 19:00:00,32,0.533333,19
1503960366,2016-04-15 20:00:00,8,0.133333,20
1503960366,2016-04-15 21:00:00,14,0.233333,21
1503960366,2016-04-15 22:00:00,66,1.1,22
1503960366,2016-04-15 23:00:00,95,1.583333,23
1503960366,2016-04-16 00:00:00,15,0.25,0
1503960366,2016-04-16 01:00:00,0,0.0,1
1503960366,2016-04-16 02:00:00,3,0.05,2
1503960366,2016-04-16 03:00:00,1,0.016667,3
1503960366,2016-04-16 04:00:00,1,0.016667,4
1503960366,2016-04-16 05:00:00,1,0.016667,5
1503960366,2016-04-16 06:00:00,0,0.0,6
1503960366,2016-04-16 07:00:00,4,0.066667,7
1503960366,2016-04-16 08:00:00,9,0.15,8
1503960366,2016-04-16 09:00:00,38,0.633333,9
1503960366,2016-04-16 10:00:00,14,0.233333,10
1503960366,2016-04-16 11:00:00,30,0.5,11
1503960366,2016-04-16 12:00:00,42,0.7,12
1503960366,2016-04-16 13:00:00,90,1.5,13
1503960366,2016-04-16 14:00:00,20,0.333333,14
1503960366,2016-04-16 15:00:00,0,0.0,15
1503960366,2016-04-16 16:00:00,2,0.033333,16
1503960366,2016-04-16 17:00:00,17,0.283333,17
1503960366,2016-04-16 18:00:00,10,0.166667,18
1503960366,2016-04-16 19:00:00,12,0.2,19
1503960366,2016-04-16 20:00:00,19,0.316667,20
1503960366,2016-04-16 21:00:00,13,0.216667,21
1503960366,2016-04-16 22:00:00,3,0.05,22
1503960366,2016-04-16 23:00:00,5,0.083333,23
1503960366,2016-04-17 00:00:00,0,0.0,0
1503960366,2016-04-17 01:00:00,0,0.0,1
1503960366,2016-04-17 02:00:00,0,0.0,2
1503960366,2016-04-17 03:00:00,1,0.016667,3
1503960366,2016-04-17 04:00:00,0,0.0,4
1503960366,2016-04-17 05:00:00,0,0.0,5
1503960366,2016-04-17 06:00:00,0,0.0,6
1503960366,2016-04-17 07:00:00,0,0.0,7
1503960366,2016-04-17 08:00:00,0,0.0,8
1503960366,2016-04-17 09:00:00,0,0.0,9
1503960366,2016-04-17 10:00:00,0,0.0,10
1503960366,2016-04-17 11:00:00,9,0.15,11
1503960366,2016-04-17 12:00:00,18,0.3,12
1503960366,2016-04-17 13:00:00,23,0.383333,13
1503960366,2016-04-17 14:00:00,10,0.166667,14
1503960366,2016-04-17 15:00:00,13,0.216667,15
1503960366,2016-04-17 16:00:00,2,0.033333,16
1503960366,2016-04-17 17:00:00,71,1.183333,17
1503960366,2016-04-17 18:00:00,39,0.65,18
1503960366,2016-04-17 19:00:00,24,0.4,19
1503960366,2016-04-17 20:00:00,87,1.45,20
1503960366,2016-04-17 21:00:00,16,0.266667,21
1503960366,2016-04-17 22:00:00,5,0.083333,22
1503960366,2016-04-17 23:00:00,0,0.0,23
1503960366,2016-04-18 00:00:00,21,0.35,0
1503960366,2016-04-18 01:00:00,0,0.0,1
1503960366,2016-04-18 02:00:00,0,0.0,2
1503960366,2016-04-18 03:00:00,0,0.0,3
1503960366,2016-04-18 04:00:00,0,0.0,4
1503960366,2016-04-18 05:00:00,0,0.0,5
1503960366,2016-04-18 06:00:00,0,0.0,6
1503960366,2016-04-18 07:00:00,0,0.0,7
1503960366,2016-04-18 08:00:00,0,0.0,8
1503960366,2016-04-18 09:00:00,39,0.65,9
1503960366,2016-04-18 10:00:00,17,0.283333,10
1503960366,2016-04-18 11:00:00,15,0.25,11
1503960366,2016-04-18 12:00:00,40,0.666667,12
1503960366,2016-04-18 13:00:00,9,0.15,13
1503960366,2016-04-18 14:00:00,7,0.116667,14
1503960366,2016-04-18 15:00:00,14,0.233333,15
1503960366,2016-04-18 16:00:00,17,0.283333,16
1503960366,2016-04-18 17:00:00,18,0.3,17
1503960366,2016-04-18 18:00:00,114,1.9,18
1503960366,2016-04-18 19:00:00,30,0.5,19
1503960366,2016-04-18 20:00:00,2,0.033333,20
1503960366,2016-04-18 21:00:00,11,0.183333,21
1503960366,2016-04-18 22:00:00,19,0.316667,22
1503960366,2016-04-18 23:00:00,18,0.3,23
1503960366,2016-04-19 00:00:00,0,0.0,0
1503960366,2016-04-19 01:00:00,1,0.016667,1
1503960366,2016-04-19 02:00:00,0,0.0,2
1503960366,2016-04-19 03:00:00,2,0.033333,3
1503960366,2016-04-19 04:00:00,0,0.0,4
1503960366,2016-04-19 05:00:00,0,0.0,5
1503960366,2016-04-19 06:00:00,1,0.016667,6
1503960366,2016-04-19 07:00:00,19,0.316667,7
1503960366,2016-04-19 08:00:00,38,0.633333,8
1503960366,2016-04-19 09:00:00,16,0.266667,9
1503960366,2016-04-19 10:00:00,16,0.266667,10
1503960366,2016-04-19 11:00:00,13,0.216667,11
1503960366,2016-04-19 12:00:00,61,1.016667,12
1503960366,2016-04-19 13:00:00,65,1.083333,13
1503960366,2016-04-19 14:00:00,12,0.2,14
1503960366,2016-04-19 15:00:00,12,0.2,15
1503960366,2016-04-19 16:00:00,9,0.15,16
1503960366,2016-04-19 17:00:00,13,0.216667,17
1503960366,2016-04-19 18:00:00,30,0.5,18
1503960366,2016-04-19 19:00:00,31,0.516667,19
1503960366,2016-04-19 20:00:00,69,1.15,20
1503960366,2016-04-19 21:00:00,16,0.266667,21
1503960366,2016-04-19 22:00:00,4,0.066667,22
1503960366,2016-04-19 23:00:00,48,0.8,23
1503960366,2016-04-20 00:00:00,2,0.033333,0
1503960366,2016-04-20 01:00:00,2,0.033333,1
1503960366,2016-04-20 02:00:00,0,0.0,2
1503960366,2016-04-20 03:00:00,0,0.0,3
1503960366,2016-04-20 04:00:00,0,0.0,4
1503960366,2016-04-20 05:00:00,0,0.0,5
1503960366,2016-04-20 06:00:00,0,0.0,6
1503960366,2016-04-20 07:00:00,3,0.05,7
1503960366,2016-04-20 08:00:00,14,0.233333,8
1503960366,2016-04-20 09:00:00,50,0.833333,9
1503960366,2016-04-20 10:00:00,13,0.216667,10
1503960366,2016-04-20 11:00:00,1,0.016667,11
1503960366,2016-04-20 12:00:00,8,0.133333,12
1503960366,2016-04-20 13:00:00,5,0.083333,13
1503960366,2016-04-20 14:00:00,39,0.65,14
1503960366,2016-04-20 15:00:00,21,0.35,15
1503960366,2016-04-20 16:00:00,11,0.183333,16
1503960366,2016-04-20 17:00:00,2,0.033333,17
1503960366,2016-04-20 18:00:00,32,0.533333,18
1503960366,2016-04-20 19:00:00,36,0.6,19
1503960366,2016-04-20 20:00:00,12,0.2,20
1503960366,2016-04-20 21:00:00,22,0.366667,21
1503960366,2016-04-20 22:00:00,7,0.116667,22
1503960366,2016-04-20 23:00:00,33,0.55,23
1503960366,2016-04-21 00:00:00,2,0.033333,0
1503960366,2016-04-21 01:00:00,8,0.133333,1
1503960366,2016-04-21 02:00:00,5,0.083333,2
1503960366,2016-04-21 03:00:00,0,0.0,3
1503960366,2016-04-21 04:00:00,0,0.0,4
1503960366,2016-04-21 05:00:00,0,0.0,5
1503960366,2016-04-21 06:00:00,0,0.0,6
1503960366,2016-04-21 07:00:00,3,0.05,7
1503960366,2016-04-21 08:00:00,15,0.25,8
1503960366,2016-04-21 09:00:00,26,0.433333,9
1503960366,2016-04-21 10:00:00,16,0.266667,10
1503960366,2016-04-21 11:00:00,0,0.0,11
1503960366,2016-04-21 12:00:00,11,0.183333,12
1503960366,2016-04-21 13:00:00,25,0.416667,13
1503960366,2016-04-21 14:00:00,2,0.033333,14
1503960366,2016-04-21 15:00:00,8,0.133333,15
1503960366,2016-04-21 16:00:00,4,0.066667,16
1503960366,2016-04-21 17:00:00,5,0.083333,17
1503960366,2016-04-21 18:00:00,9,0.15,18
1503960366,2016-04-21 19:00:00,8,0.133333,19
1503960366,2016-04-21 20:00:00,92,1.533333,20
1503960366,2016-04-21 21:00:00,21,0.35,21
1503960366,2016-04-21 22:00:00,9,0.15,22
1503960366,2016-04-21 23:00:00,15,0.25,23
1503960366,2016-04-22 00:00:00,0,0.0,0
1503960366,2016-04-22 01:00:00,0,0.0,1
1503960366,2016-04-22 02:00:00,0,0.0,2
1503960366,2016-04-22 03:00:00,0,0.0,3
1503960366,2016-04-22 04:00:00,0,0.0,4
1503960366,2016-04-22 05:00:00,0,0.0,5
1503960366,2016-04-22 06:00:00,0,0.0,6
1503960366,2016-04-22 07:00:00,0,0.0,7
1503960366,2016-04-22 08:00:00,0,0.0,8
1503960366,2016-04-22 09:00:00,13,0.216667,9
1503960366,2016-04-22 10:00:00,2,0.033333,10
1503960366,2016-04-22 11:00:00,34,0.566667,11
1503960366,2016-04-22 12:00:00,2,0.033333,12
1503960366,2016-04-22 13:00:00,4,0.066667,13
1503960366,2016-04-22 14:00:00,0,0.0,14
1503960366,2016-04-22 15:00:00,10,0.166667,15
1503960366,2016-04-22 16:00:00,4,0.066667,16
1503960366,2016-04-22 17:00:00,18,0.3,17
1503960366,2016-04-22 18:00:00,23,0.383333,18
1503960366,2016-04-22 19:00:00,16,0.266667,19
1503960366,2016-04-22 20:00:00,13,0.216667,20
1503960366,2016-04-22 21:00:00,159,2.65,21
1503960366,2016-04-22 22:00:00,30,0.5,22
1503960366,2016-04-22 23:00:00,54,0.9,23
1503960366,2016-04-23 00:00:00,9,0.15,0
1503960366,2016-04-23 01:00:00,0,0.0,1
1503960366,2016-04-23 02:00:00,1,0.016667,2
1503960366,2016-04-23 03:00:00,0,0.0,3
1503960366,2016-04-23 04:00:00,0,0.0,4
1503960366,2016-04-23 05:00:00,0,0.0,5
1503960366,2016-04-23 06:00:00,2,0.033333,6
1503960366,2016-04-23 07:00:00,0,0.0,7
1503960366,2016-04-23 08:00:00,8,0.133333,8
1503960366,2016-04-23 09:00:00,17,0.283333,9
1503960366,2016-04-23 10:00:00,4,0.066667,10
1503960366,2016-04-23 11:00:00,11,0.183333,11
1503960366,2016-04-23 12:00:00,49,0.816667,12
1503960366,2016-04-23 13:00:00,51,0.85,13
1503960366,2016-04-23 14:00:00,20,0.333333,14
1503960366,2016-04-23 15:00:00,15,0.25,15
1503960366,2016-04-23 16:00:00,52,0.866667,16
1503960366,2016-04-23 17:00:00,26,0.433333,17
1503960366,2016-04-23 18:00:00,66,1.1,18
1503960366,2016-04-23 19:00:00,2,0.033333,19
1503960366,2016-04-23 20:00:00,9,0.15,20
1503960366,2016-04-23 21:00:00,54,0.9,21
1503960366,2016-04-23 22:00:00,25,0.416667,22
1503960366,2016-04-23 23:00:00,6,0.1,23
1503960366,2016-04-24 00:00:00,10,0.166667,0
1503960366,2016-04-24 01:00:00,2,0.033333,1
1503960366,2016-04-24 02:00:00,0,0.0,2
1503960366,2016-04-24 03:00:00,0,0.0,3
1503960366,2016-04-24 04:00:00,1,0.016667,4
1503960366,2016-04-24 05:00:00,0,0.0,5
1503960366,2016-04-24 06:00:00,1,0.016667,6
1503960366,2016-04-24 07:00:00,0,0.0,7
1503960366,2016-04-24 08:00:00,1,0.016667,8
1503960366,2016-04-24 09:00:00,8,0.133333,9
1503960366,2016-04-24 10:00:00,26,0.433333,10
1503960366,2016-04-24 11:00:00,12,0.2,11
1503960366,2016-04-24 12:00:00,12,0.2,12
1503960366,2016-04-24 13:00:00,12,0.2,13
1503960366,2016-04-24 14:00:00,1,0.016667,14
1503960366,2016-04-24 15:00:00,2,0.033333,15
1503960366,2016-04-24 16:00:00,29,0.483333,16
1503960366,2016-04-24 17:00:00,25,0.416667,17
1503960366,2016-04-24 18:00:00,40,0.666667,18
1503960366,2016-04-24 19:00:00,131,2.183333,19
1503960366,2016-04-24 20:00:00,18,0.3,20
1503960366,2016-04-24 21:00:00,17,0.283333,21
1503960366,2016-04-24 22:00:00,7,0.116667,22
1503960366,2016-04-24 23:00:00,10,0.166667,23
1503960366,2016-04-25 00:00:00,8,0.133333,0
1503960366,2016-04-25 01:00:00,3,0.05,1
1503960366,2016-04-25 02:00:00,6,0.1,2
1503960366,2016-04-25 03:00:00,0,0.0,3
1503960366,2016-04-25 04:00:00,2,0.033333,4
1503960366,2016-04-25 05:00:00,1,0.016667,5
1503960366,2016-04-25 06:00:00,0,0.0,6
1503960366,2016-04-25 07:00:00,3,0.05,7
1503960366,2016-04-25 08:00:00,22,0.366667,8
1503960366,2016-04-25 09:00:00,46,0.766667,9
1503960366,2016-04-25 10:00:00,12,0.2,10
1503960366,2016-04-25 11:00:00,24,0.4,11
1503960366,2016-04-25 12:00:00,19,0.316667,12
1503960366,2016-04-25 13:00:00,13,0.216667,13
1503960366,2016-04-25 14:00:00,5,0.083333,14
1503960366,2016-04-25 15:00:00,13,0.216667,15
1503960366,2016-04-25 16:00:00,10,0.166667,16
1503960366,2016-04-25 17:00:00,8,0.133333,17
1503960366,2016-04-25 18:00:00,6,0.1,18
1503960366,2016-04-25 19:00:00,86,1.433333,19
1503960366,2016-04-25 20:00:00,30,0.5,20
1503960366,2016-04-25 21:00:00,132,2.2,21
1503960366,2016-04-25 22:00:00,11,0.183333,22
1503960366,2016-04-25 23:00:00,3,0.05,23
1503960366,2016-04-26 00:00:00,4,0.066667,0
1503960366,2016-04-26 01:00:00,11,0.183333,1
1503960366,2016-04-26 02:00:00,0,0.0,2
1503960366,2016-04-26 03:00:00,11,0.183333,3
1503960366,2016-04-26 04:00:00,0,0.0,4
1503960366,2016-04-26 05:00:00,1,0.016667,5
1503960366,2016-04-26 06:00:00,0,0.0,6
1503960366,2016-04-26 07:00:00,3,0.05,7
1503960366,2016-04-26 08:00:00,13,0.216667,8
1503960366,2016-04-26 09:00:00,31,0.516667,9
1503960366,2016-04-26 10:00:00,22,0.366667,10
1503960366,2016-04-26 11:00:00,17,0.283333,11
1503960366,2016-04-26 12:00:00,10,0.166667,12
1503960366,2016-04-26 13:00:00,42,0.7,13
1503960366,2016-04-26 14:00:00,60,1.0,14
1503960366,2016-04-26 15:00:00,9,0.15,15
1503960366,2016-04-26 16:00:00,22,0.366667,16
1503960366,2016-04-26 17:00:00,5,0.083333,17
1503960366,2016-04-26 18:00:00,72,1.2,18
1503960366,2016-04-26 19:00:00,15,0.25,19
1503960366,2016-04-26 20:00:00,26,0.433333,20
1503960366,2016-04-26 21:00:00,14,0.233333,21
1503960366,2016-04-26 22:00:00,9,0.15,22
1503960366,2016-04-26 23:00:00,21,0.35,23
1503960366,2016-04-27 00:00:00,10,0.166667,0
1503960366,2016-04-27 01:00:00,5,0.083333,1
1503960366,2016-04-27 02:00:00,2,0.033333,2
1503960366,2016-04-27 03:00:00,0,0.0,3
1503960366,2016-04-27 04:00:00,0,0.0,4
1503960366,2016-04-27 05:00:00,0,0.0,5
1503960366,2016-04-27 06:00:00,0,0.0,6
1503960366,2016-04-27 07:00:00,0,0.0,7
1503960366,2016-04-27 08:00:00,0,0.0,8
1503960366,2016-04-27 09:00:00,33,0.55,9
1503960366,2016-04-27 10:00:00,27,0.45,10
1503960366,2016-04-27 11:00:00,23,0.383333,11
1503960366,2016-04-27 12:00:00,12,0.2,12
1503960366,2016-04-27 13:00:00,13,0.216667,13
1503960366,2016-04-27 14:00:00,35,0.583333,14
1503960366,2016-04-27 15:00:00,6,0.1,15
1503960366,2016-04-27 16:00:00,7,0.116667,16
1503960366,2016-04-27 17:00:00,13,0.216667,17
1503960366,2016-04-27 18:00:00,73,1.216667,18
1503960366,2016-04-27 19:00:00,150,2.5,19
1503960366,2016-04-27 20:00:00,70,1.166667,20
1503960366,2016-04-27 21:00:00,20,0.333333,21
1503960366,2016-04-27 22:00:00,0,0.0,22
1503960366,2016-04-27 23:00:00,0,0.0,23
1503960366,2016-04-28 00:00:00,0,0.0,0
1503960366,2016-04-28 01:00:00,10,0.166667,1
1503960366,2016-04-28 02:00:00,0,0.0,2
1503960366,2016-04-28 03:00:00,0,0.0,3
1503960366,2016-04-28 04:00:00,0,0.0,4
1503960366,2016-04-28 05:00:00,0,0.0,5
1503960366,2016-04-28 06:00:00,0,0.0,6
1503960366,2016-04-28 07:00:00,1,0.016667,7
1503960366,2016-04-28 08:00:00,11,0.183333,8
1503960366,2016-04-28 09:00:00,38,0.633333,9
1503960366,2016-04-28 10:00:00,19,0.316667,10
1503960366,2016-04-28 11:00:00,10,0.166667,11
1503960366,2016-04-28 12:00:00,16,0.266667,12
1503960366,2016-04-28 13:00:00,33,0.55,13
1503960366,2016-04-28 14:00:00,47,0.783333,14
1503960366,2016-04-28 15:00:00,5,0.083333,15
1503960366,2016-04-28 16:00:00,10,0.166667,16
1503960366,2016-04-28 17:00:00,11,0.183333,17
1503960366,2016-04-28 18:00:00,56,0.933333,18
1503960366,2016-04-28 19:00:00,1,0.016667,19
1503960366,2016-04-28 20:00:00,50,0.833333,20
1503960366,2016-04-28 21:00:00,21,0.35,21
1503960366,2016-04-28 22:00:00,2,0.033333,22
1503960366,2016-04-28 23:00:00,48,0.8,23
1503960366,2016-04-29 00:00:00,9,0.15,0
1503960366,2016-04-29 01:00:00,0,0.0,1
1503960366,2016-04-29 02:00:00,4,0.066667,2
1503960366,2016-04-29 03:00:00,0,0.0,3
1503960366,2016-04-29 04:00:00,0,0.0,4
1503960366,2016-04-29 05:00:00,0,0.0,5
1503960366,2016-04-29 06:00:00,0,0.0,6
1503960366,2016-04-29 07:00:00,3,0.05,7
1503960366,2016-04-29 08:00:00,13,0.216667,8
1503960366,2016-04-29 09:00:00,33,0.55,9
1503960366,2016-04-29 10:00:00,4,0.066667,10
1503960366,2016-04-29 11:00:00,4,0.066667,11
1503960366,2016-04-29 12:00:00,6,0.1,12
1503960366,2016-04-29 13:00:00,6,0.1,13
1503960366,2016-04-29 14:00:00,56,0.933333,14
1503960366,2016-04-29 15:00:00,23,0.383333,15
1503960366,2016-04-29 16:00:00,10,0.166667,16
1503960366,2016-04-29 17:00:00,9,0.15,17
1503960366,2016-04-29 18:00:00,5,0.083333,18
1503960366,2016-04-29 19:00:00,11,0.183333,19
1503960366,2016-04-29 20:00:00,16,0.266667,20
1503960366,2016-04-29 21:00:00,20,0.333333,21
1503960366,2016-04-29 22:00:00,27,0.45,22
1503960366,2016-04-29 23:00:00,56,0.933333,23
1503960366,2016-04-30 00:00:00,1,0.016667,0
1503960366,2016-04-30 01:00:00,7,0.116667,1
1503960366,2016-04-30 02:00:00,0,0.0,2
1503960366,2016-04-30 03:00:00,1,0.016667,3
1503960366,2016-04-30 04:00:00,0,0.0,4
1503960366,2016-04-30 05:00:00,0,0.0,5
1503960366,2016-04-30 06:00:00,0,0.0,6
1503960366,2016-04-30 07:00:00,0,0.0,7
1503960366,2016-04-30 08:00:00,3,0.05,8
1503960366,2016-04-30 09:00:00,11,0.183333,9
1503960366,2016-04-30 10:00:00,17,0.283333,10
1503960366,2016-04-30 11:00:00,7,0.116667,11
1503960366,2016-04-30 12:00:00,4,0.066667,12
1503960366,2016-04-30 13:00:00,11,0.183333,13
1503960366,2016-04-30 14:00:00,22,0.366667,14
1503960366,2016-04-30 15:00:00,26,0.433333,15
1503960366,2016-04-30 16:00:00,99,1.65,16
1503960366,2016-04-30 17:00:00,55,0.916667,17
1503960366,2016-04-30 18:00:00,71,1.183333,18
1503960366,2016-04-30 19:00:00,4,0.066667,19
1503960366,2016-04-30 20:00:00,5,0.083333,20
1503960366,2016-04-30 21:00:00,22,0.366667,21
1503960366,2016-04-30 22:00:00,47,0.783333,22
1503960366,2016-04-30 23:00:00,28,0.466667,23
1503960366,2016-05-01 00:00:00,9,0.15,0
1503960366,2016-05-01 01:00:00,8,0.133333,1
1503960366,2016-05-01 02:00:00,2,0.033333,2
1503960366,2016-05-01 03:00:00,1,0.016667,3
1503960366,2016-05-01 04:00:00,0,0.0,4
1503960366,2016-05-01 05:00:00,0,0.0,5
1503960366,2016-05-01 06:00:00,0,0.0,6
1503960366,2016-05-01 07:00:00,3,0.05,7
1503960366,2016-05-01 08:00:00,6,0.1,8
1503960366,2016-05-01 09:00:00,12,0.2,9
1503960366,2016-05-01 10:00:00,6,0.1,10
1503960366,2016-05-01 11:00:00,10,0.166667,11
1503960366,2016-05-01 12:00:00,10,0.166667,12
1503960366,2016-05-01 13:00:00,5,0.083333,13
1503960366,2016-05-01 14:00:00,25,0.416667,14
1503960366,2016-05-01 15:00:00,21,0.35,15
1503960366,2016-05-01 16:00:00,23,0.383333,16
1503960366,2016-05-01 17:00:00,33,0.55,17
1503960366,2016-05-01 18:00:00,70,1.166667,18
1503960366,2016-05-01 19:00:00,14,0.233333,19
1503960366,2016-05-01 20:00:00,6,0.1,20
1503960366,2016-05-01 21:00:00,25,0.416667,21
1503960366,2016-05-01 22:00:00,50,0.833333,22
1503960366,2016-05-01 23:00:00,76,1.266667,23
1503960366,2016-05-02 00:00:00,0,0.0,0
1503960366,2016-05-02 01:00:00,7,0.116667,1
1503960366,2016-05-02 02:00:00,0,0.0,2
1503960366,2016-05-02 03:00:00,1,0.016667,3
1503960366,2016-05-02 04:00:00,0,0.0,4
1503960366,2016-05-02 05:00:00,0,0.0,5
1503960366,2016-05-02 06:00:00,0,0.0,6
1503960366,2016-05-02 07:00:00,3,0.05,7
1503960366,2016-05-02 08:00:00,12,0.2,8
1503960366,2016-05-02 09:00:00,30,0.5,9
1503960366,2016-05-02 10:00:00,19,0.316667,10
1503960366,2016-05-02 11:00:00,16,0.266667,11
1503960366,2016-05-02 12:00:00,64,1.066667,12
1503960366,2016-05-02 13:00:00,21,0.35,13
1503960366,2016-05-02 14:00:00,13,0.216667,14
1503960366,2016-05-02 15:00:00,11,0.183333,15
1503960366,2016-05-02 16:00:00,24,0.4,16
1503960366,2016-05-02 17:00:00,12,0.2,17
1503960366,2016-05-02 18:00:00,9,0.15,18
1503960366,2016-05-02 19:00:00,13,0.216667,19
1503960366,2016-05-02 20:00:00,105,1.75,20
1503960366,2016-05-02 21:00:00,25,0.416667,21
1503960366,2016-05-02 22:00:00,28,0.466667,22
1503960366,2016-05-02 23:00:00,17,0.283333,23
1503960366,2016-05-03 00:00:00,3,0.05,0
1503960366,2016-05-03 01:00:00,6,0.1,1
1503960366,2016-05-03 02:00:00,1,0.016667,2
1503960366,2016-05-03 03:00:00,5,0.083333,3
1503960366,2016-05-03 04:00:00,0,0.0,4
1503960366,2016-05-03 05:00:00,0,0.0,5
1503960366,2016-05-03 06:00:00,2,0.033333,6
1503960366,2016-05-03 07:00:00,3,0.05,7
1503960366,2016-05-03 08:00:00,11,0.183333,8
1503960366,2016-05-03 09:00:00,24,0.4,9
1503960366,2016-05-03 10:00:00,25,0.416667,10
1503960366,2016-05-03 11:00:00,12,0.2,11
1503960366,2016-05-03 12:00:00,17,0.283333,12
1503960366,2016-05-03 13:00:00,23,0.383333,13
1503960366,2016-05-03 14:00:00,26,0.433333,14
1503960366,2016-05-03 15:00:00,46,0.766667,15
1503960366,2016-05-03 16:00:00,33,0.55,16
1503960366,2016-05-03 17:00:00,18,0.3,17
1503960366,2016-05-03 18:00:00,86,1.433333,18
1503960366,2016-05-03 19:00:00,5,0.083333,19
1503960366,2016-05-03 20:00:00,1,0.016667,20
